,state_id,STATEFP,seat_id,CD114FP,d_votes,r_votes,other_votes,d_vote_share,r_vote_share,other_vote_share,d_won,r_won,other_won
218,MO,29,3,3,116109,282424,8328,0.28537756137845605,0.6941535315500871,0.020468907071456835,0,1,0
219,MO,29,4,4,107582,245109,9945,0.29666662989885173,0.6759091761435709,0.027424193957577295,0,1,0
220,MO,29,5,5,205079,135677,9234,0.5859567416211892,0.3876596474184977,0.02638361096031315,1,0,0
221,MO,29,6,6,120876,259030,8157,0.311485506219351,0.6674947109103418,0.02101978287030714,0,1,0
222,MO,29,7,7,98059,254366,15565,0.26647191499769013,0.6912307399657599,0.04229734503654991,0,1,0
223,MO,29,8,8,70504,253646,5846,0.2136510745584795,0.7686335591946569,0.0177153662468636,0,1,0
224,MS,28,1,1,103994,228731,280,0.31228960526118227,0.6868695665230252,0.0008408282157925557,0,1,0
225,MS,28,2,2,196331,101037,203,0.6597786746692386,0.33953913519798634,0.0006821901327750352,1,0,0
226,MS,28,3,3,119880,220547,0,0.35214598137045533,0.6478540186295446,0.0,0,1,0
227,MS,28,4,4,0,255960,8670,0.0,0.9672372746854098,0.03276272531459018,0,1,0
228,MT,30,1,1,262340,339169,0,0.43613645016117797,0.563863549838822,0.0,0,1,0
229,NC,37,1,1,188870,159748,0,0.541767780206415,0.45823221979358497,0.0,1,0,0
230,NC,37,2,2,311887,172544,10913,0.6296371814335089,0.34833166445944636,0.0220311541070448,1,0,0
231,NC,37,3,3,132752,229800,0,0.3661598887883669,0.6338401112116331,0.0,0,1,0
232,NC,37,4,4,332424,161301,0,0.6732978885006836,0.32670211149931644,0.0,1,0,0
233,NC,37,5,5,119845,257842,7555,0.31109017189195365,0.6692987784301816,0.019611049677864822,0,1,0
234,NC,37,6,6,253530,153597,0,0.6227295168338135,0.3772704831661865,0.0,1,0,0
235,NC,37,7,7,179053,272448,0,0.3965727650658581,0.6034272349341419,0.0,0,1,0
236,NC,37,8,8,177781,202774,0,0.467162433813772,0.532837566186228,0.0,0,1,0
237,NC,37,9,9,178508,223022,0,0.44456952157995666,0.5554304784200433,0.0,0,1,0
238,NC,37,10,10,128146,284019,0,0.3109094658692514,0.6890905341307486,0.0,0,1,0
